"Finance.Code","Sq..Ft.","Sales.Price","DOM","Street.#","Street.Name","Closed.Date","sale_type","address"
"CONV Sale",1131,105000,17,"6163","OLDTOWN",44959,"single family","6163 OLDTOWN"
"Cash Sale",2012,127000,20,"4138","LINCOLN",44959,"single family","4138 LINCOLN"
"CONV Sale",1496,130000,16,"5847","OUTER",44959,"single family","5847 OUTER"
"Cash Sale",1427,19500,83,"2666","COLUMBUS",44960,"single family","2666 COLUMBUS"
"Cash Sale",1215,28000,105,"9949","MCKINNEY",44960,"single family","9949 MCKINNEY"
"Cash Sale",758,29900,27,"19211","GRUEBNER",44960,"single family","19211 GRUEBNER"
"Cash Sale",1560,31000,21,"11360","NARDIN",44960,"single family","11360 NARDIN"
"Cash Sale",904,32000,32,"17424","SALEM",44960,"single family","17424 SALEM"
"Cash Sale",1161,40000,8,"15735","MARLOWE",44960,"single family","15735 MARLOWE"
"Contract",710,40000,369,"8276","VAUGHAN",44960,"single family","8276 VAUGHAN"
"Cash Sale",1426,50000,46,"16595","MENDOTA",44960,"single family","16595 MENDOTA"
"Cash Sale",1098,54500,19,"15725","MANOR",44960,"single family","15725 MANOR"
"Cash Sale",1060,55000,72,"6305","ARCHDALE",44960,"single family","6305 ARCHDALE"
"Cash Sale",1558,77000,17,"13590","METTETAL",44960,"single family","13590 METTETAL"
"Cash Sale",1310,77250,103,"15092","FAUST",44960,"single family","15092 FAUST"
"Cash Sale",1020,85000,3,"7376","ROSEMONT",44960,"single family","7376 ROSEMONT"
"FHA Sale",1400,86000,52,"19636","KLINGER",44960,"single family","19636 KLINGER"
"Cash Sale",1700,88000,25,"16844","NORMANDY",44960,"single family","16844 NORMANDY"
"Cash Sale",1344,89000,14,"16868","KENTFIELD",44960,"single family","16868 KENTFIELD"
"CONV Sale",1174,93500,83,"11741","KENMOOR",44960,"single family","11741 KENMOOR"
"Contract",1122,99900,3,"15750","FIELDING",44960,"single family","15750 FIELDING"
"FHA Sale",1019,1e+05,46,"20011","WINSTON",44960,"single family","20011 WINSTON"
"FHA Sale",1568,108000,170,"3284","HAZELWOOD",44960,"single family","3284 HAZELWOOD"
"CONV Sale",960,142000,5,"1122","MCKINSTRY",44960,"single family","1122 MCKINSTRY"
"Cash Sale",2168,169000,57,"3457","IROQUOIS",44960,"single family","3457 IROQUOIS"
"Cash Sale",2544,170000,0,"19211","Robson",44960,"single family","19211 Robson"
"CONV Sale",4469,262000,8,"620","VIRGINIA PARK",44960,"single family","620 VIRGINIA PARK"
"CONV Sale",1154,120000,47,"17657","AVON",44961,"single family","17657 AVON"
"Cash Sale",1553,17000,114,"14887","WASHBURN",44963,"single family","14887 WASHBURN"
"Cash Sale",749,21000,16,"19727","WESTBROOK ST",44963,"single family","19727 WESTBROOK ST"
"Cash Sale",730,35000,154,"19958","GREENLAWN",44963,"single family","19958 GREENLAWN"
"Cash Sale",918,40000,10,"20030","SOUTHFIELD",44963,"single family","20030 SOUTHFIELD"
"Cash Sale",906,42500,13,"19366","DRESDEN",44963,"single family","19366 DRESDEN"
"Cash Sale",1142,44000,26,"19665","CALDWELL",44963,"single family","19665 CALDWELL"
"Cash Sale",1028,49000,203,"18025","BELAND",44963,"single family","18025 BELAND"
"Cash Sale",1527,78500,7,"18230","PRAIRIE",44963,"single family","18230 PRAIRIE"
"Other Sale",1438,84500,12,"20581","KENTFIELD",44963,"single family","20581 KENTFIELD"
"CONV Sale",1936,110000,3,"7400","BEAVERLAND",44963,"single family","7400 BEAVERLAND"
"CONV Sale",1456,130000,7,"16574","STRATHMOOR",44963,"single family","16574 STRATHMOOR"
"VA Sale",1504,182000,139,"17536","SANTA BARBARA",44963,"single family","17536 SANTA BARBARA"
"FHA Sale",1506,205000,72,"4108","HARVARD",44963,"single family","4108 HARVARD"
"Cash Sale",1606,235000,5,"441","GRAND",44963,"single family","441 GRAND"
"CONV Sale",1658,249000,6,"1939","GLYNN",44963,"single family","1939 GLYNN"
"Cash Sale",800,12000,46,"13524","MENDOTA",44964,"single family","13524 MENDOTA"
"Cash Sale",1319,29105,20,"19135","DEQUINDRE",44964,"single family","19135 DEQUINDRE"
"Cash Sale",719,30000,53,"15871","FAIRMOUNT",44964,"single family","15871 FAIRMOUNT"
"Cash Sale",1261,36001,5,"5984","WOODHALL",44964,"single family","5984 WOODHALL"
"Cash Sale",963,46000,13,"19334","PELKEY",44964,"single family","19334 PELKEY"
"Cash Sale",1017,46000,30,"6321","UNIVERSITY",44964,"single family","6321 UNIVERSITY"
"Cash Sale",1120,52000,182,"18446","STOEPEL",44964,"single family","18446 STOEPEL"
"CONV Sale",973,62000,58,"12682","RIAD",44964,"single family","12682 RIAD"
"CONV Sale",1100,66780,360,"15803","Asbury",44964,"single family","15803 Asbury"
"CONV Sale",1291,113500,0,"19334","SHAFTSBURY",44964,"single family","19334 SHAFTSBURY"
"CONV Sale",956,123500,80,"22614","PEMBROKE",44964,"single family","22614 PEMBROKE"
"CONV Sale",1476,212000,57,"12561","OUTER",44964,"single family","12561 OUTER"
"Cash Sale",1598,35000,40,"10430","Wayburn Street",44965,"single family","10430 Wayburn Street"
"Cash Sale",1284,36000,72,"12234","HARTWELL",44965,"single family","12234 HARTWELL"
"Cash Sale",1026,43000,41,"17320","ALBION",44965,"single family","17320 ALBION"
"Cash Sale",702,51000,4,"12251","PLAINVIEW",44965,"single family","12251 PLAINVIEW"
"Cash Sale",924,54000,100,"7724","PATTON",44965,"single family","7724 PATTON"
"CONV Sale",1201,1e+05,2,"10006","PARKWAY",44965,"single family","10006 PARKWAY"
"FHA Sale",1068,105000,7,"17275","WARWICK",44965,"single family","17275 WARWICK"
"FHA Sale",1801,178000,18,"17321","MONICA",44965,"single family","17321 MONICA"
"FHA Sale",1706,197000,32,"16226","Muirland St",44965,"single family","16226 Muirland St"
"CONV Sale",2333,210000,19,"5261","OUTER",44965,"single family","5261 OUTER"
"Cash Sale",5503,1150000,166,"42","Sand Bar Lane",44965,"single family","42 Sand Bar Lane"
"Cash Sale",1084,45000,7,"11434","LAING",44966,"single family","11434 LAING"
"Cash Sale",1143,48000,60,"9990","BISHOP",44966,"single family","9990 BISHOP"
"Cash Sale",1248,58000,59,"18077","RUSSELL",44966,"single family","18077 RUSSELL"
"VA Sale",972,65000,41,"11301","OUTER",44966,"single family","11301 OUTER"
"Other Sale",1169,90000,51,"18509","MARLOWE",44966,"single family","18509 MARLOWE"
"CONV Sale",1100,105000,14,"19751","Stout",44966,"single family","19751 Stout"
"CONV Sale",1327,110000,80,"8908","GRIGGS",44966,"single family","8908 GRIGGS"
"Contract",1178,125000,8,"7250","FORRER",44966,"single family","7250 FORRER"
"FHA Sale",1200,125000,46,"15365","OAKFIELD",44966,"single family","15365 OAKFIELD"
"Cash Sale",2200,127000,102,"18280","INDIANA",44966,"single family","18280 INDIANA"
"FHA Sale",1361,130000,130,"5203","Bedford St",44966,"single family","5203 Bedford St"
"CONV Sale",1106,138000,11,"6201","LODEWYCK",44966,"single family","6201 LODEWYCK"
"CONV Sale",1754,199000,49,"15075","ROSEMONT",44966,"single family","15075 ROSEMONT"
"CONV Sale",2368,210000,21,"18295","MUIRLAND",44966,"single family","18295 MUIRLAND"
"CONV Sale",2600,220000,8,"13331","VASSAR",44966,"single family","13331 VASSAR"
"CONV Sale",3650,630000,55,"18600","WILDEMERE",44966,"single family","18600 WILDEMERE"
"Cash Sale",936,19900,172,"19708","ORLEANS",44967,"single family","19708 ORLEANS"
"Cash Sale",690,22000,19,"12690","STRASBURG",44967,"single family","12690 STRASBURG"
"Cash Sale",1002,24000,115,"18846","RIOPELLE",44967,"single family","18846 RIOPELLE"
"Cash Sale",713,26000,188,"2932","EDSEL",44967,"single family","2932 EDSEL"
"Cash Sale",955,30000,6,"9336","Coyle ",44967,"single family","9336 Coyle "
"Cash Sale",2100,32000,21,"8151","ROBSON",44967,"single family","8151 ROBSON"
"Cash Sale",927,35000,11,"19690","Russell St.",44967,"single family","19690 Russell St."
"Cash Sale",1098,52500,56,"9969","PIERSON",44967,"single family","9969 PIERSON"
"Cash Sale",1466,55000,14,"3095","EWALD",44967,"single family","3095 EWALD"
"Cash Sale",1537,59000,76,"15480","BRINGARD",44967,"single family","15480 BRINGARD"
"CONV Sale",1094,62500,16,"19373","WESTPHALIA",44967,"single family","19373 WESTPHALIA"
"Cash Sale",1098,64000,1,"9460","LAKEPOINTE",44967,"single family","9460 LAKEPOINTE"
"Cash Sale",1008,65000,5,"5902","ELMER",44967,"single family","5902 ELMER"
"Cash Sale",1291,70000,20,"14175","MANSFIELD",44967,"single family","14175 MANSFIELD"
"Cash Sale",1274,72000,35,"19773","AVON",44967,"single family","19773 AVON"
"Contract",1324,79900,125,"7137","TUXEDO",44967,"single family","7137 TUXEDO"
"Cash Sale",2054,90000,52,"17196","BIRWOOD",44967,"single family","17196 BIRWOOD"
"FHA Sale",965,90000,108,"11424","MCKINNEY",44967,"single family","11424 MCKINNEY"
"CONV Sale",1700,93000,22,"6478","HEYDEN",44967,"single family","6478 HEYDEN"
"Contract",1399,1e+05,24,"1266","WHEELOCK",44967,"single family","1266 WHEELOCK"
"CONV Sale",1155,102000,92,"9618","RUTLAND",44967,"single family","9618 RUTLAND"
"CONV Sale",1056,110000,53,"22590","PEMBROKE",44967,"single family","22590 PEMBROKE"
"Cash Sale",1200,115000,16,"18025","PINEHURST",44967,"single family","18025 PINEHURST"
"CONV Sale",1103,170000,51,"3671","WOODHALL",44967,"single family","3671 WOODHALL"
"CONV Sale",1978,210000,77,"1530","FERDINAND",44967,"single family","1530 FERDINAND"
"CONV Sale",1512,225000,144,"18630","GREENLAWN",44967,"single family","18630 GREENLAWN"
"CONV Sale",2216,290000,24,"18200","PENNINGTON",44967,"single family","18200 PENNINGTON"
"Cash Sale",1127,120000,24,"5650","CAMPBELL",44969,"single family","5650 CAMPBELL"
"Cash Sale",862,10000,22,"11550","Flanders",44970,"single family","11550 Flanders"
"Cash Sale",1920,11000,137,"109","SAVANNAH",44970,"single family","109 SAVANNAH"
"Cash Sale",1464,28000,8,"6154","16TH",44970,"single family","6154 16TH"
"Cash Sale",1246,28000,18,"6135","Stanton",44970,"single family","6135 Stanton"
"Cash Sale",716,31000,220,"19351","Dean",44970,"single family","19351 Dean"
"Cash Sale",1114,35000,80,"17566","HEYDEN",44970,"single family","17566 HEYDEN"
"Cash Sale",722,40000,5,"8131","STRATHMOOR",44970,"single family","8131 STRATHMOOR"
"FHA Sale",1058,1e+05,41,"17736","WINSTON",44970,"single family","17736 WINSTON"
"CONV Sale",1457,132000,16,"9348","COURVILLE",44970,"single family","9348 COURVILLE"
"CONV Sale",1200,136000,100,"19998","HUBBELL",44970,"single family","19998 HUBBELL"
"CONV Sale",1756,170000,78,"12130","OUTER",44970,"single family","12130 OUTER"
"CONV Sale",3725,485000,7,"18954","BIRCHCREST",44970,"single family","18954 BIRCHCREST"
"Cash Sale",1506,15000,29,"4408","CRANE",44971,"single family","4408 CRANE"
"Cash Sale",1211,25000,5,"15416","EASTWOOD",44971,"single family","15416 EASTWOOD"
"Cash Sale",990,36666.67,0,"18863","DEAN",44971,"single family","18863 DEAN"
"Cash Sale",1082,36666.67,0,"15370","COYLE",44971,"single family","15370 COYLE"
"Cash Sale",716,40000,37,"20309","ARCHDALE",44971,"single family","20309 ARCHDALE"
"Cash Sale",1073,45000,4,"16531","SAINT MARYS",44971,"single family","16531 SAINT MARYS"
"Cash Sale",1058,50000,5,"17143","SAINT MARYS",44971,"single family","17143 SAINT MARYS"
"Cash Sale",1512,50000,40,"15766","WOODINGHAM",44971,"single family","15766 WOODINGHAM"
"CONV Sale",960,51000,35,"19306","BENTLER",44971,"single family","19306 BENTLER"
"Cash Sale",1250,57000,90,"16534","Trinity",44971,"single family","16534 Trinity"
"Cash Sale",1880,58000,84,"14246","PREVOST",44971,"single family","14246 PREVOST"
"Cash Sale",1014,59000,68,"13126","GLENFIELD",44971,"single family","13126 GLENFIELD"
"Cash Sale",1145,60500,9,"16600","MANSFIELD",44971,"single family","16600 MANSFIELD"
"FHA Sale",1100,75000,0,"18427","AVON",44971,"single family","18427 AVON"
"Cash Sale",1812,78000,86,"326","EASTLAWN",44971,"single family","326 EASTLAWN"
"Cash Sale",966,78000,140,"12724","APPLETON",44971,"single family","12724 APPLETON"
"Cash Sale",1024,129000,108,"18220","TRACEY",44971,"single family","18220 TRACEY"
"FHA Sale",1183,136000,17,"15085","PIEDMONT",44971,"single family","15085 PIEDMONT"
"CONV Sale",2136,150000,4,"15888","WARD",44971,"single family","15888 WARD"
"CONV Sale",1761,199500,90,"321","PIPER",44971,"single family","321 PIPER"
"FHA Sale",2197,2e+05,82,"18616","WOODINGHAM",44971,"single family","18616 WOODINGHAM"
"CONV Sale",3861,525000,97,"1405","CHICAGO",44971,"single family","1405 CHICAGO"
"Cash Sale",5458,1675000,131,"9230","Dwight",44971,"single family","9230 Dwight"
"Cash Sale",921,12000,34,"1983","BRIGHTON",44972,"single family","1983 BRIGHTON"
"Cash Sale",909,25000,114,"19330","CHICAGO",44972,"single family","19330 CHICAGO"
"Cash Sale",1042,35000,34,"20058","WINSTON",44972,"single family","20058 WINSTON"
"Cash Sale",1250,35000,81,"19493","BILTMORE",44972,"single family","19493 BILTMORE"
"Cash Sale",800,40000,2,"19934","ROSEMONT",44972,"single family","19934 ROSEMONT"
"Cash Sale",1256,44000,0,"15465","WISCONSIN",44972,"single family","15465 WISCONSIN"
"Cash Sale",983,48000,15,"12678","MEMORIAL",44972,"single family","12678 MEMORIAL"
"Cash Sale",1088,59500,17,"8257","FREDA",44972,"single family","8257 FREDA"
"FHA Sale",1095,65000,12,"20233","GREENLAWN",44972,"single family","20233 GREENLAWN"
"CONV Sale",1100,73000,30,"11416","PIERSON",44972,"single family","11416 PIERSON"
"Cash Sale",896,83000,2,"14664","CARLISLE",44972,"single family","14664 CARLISLE"
"CONV Sale",1184,115500,6,"18952","PREVOST",44972,"single family","18952 PREVOST"
"CONV Sale",1088,124900,0,"1943","23RD",44972,"single family","1943 23RD"
"CONV Sale",1206,140000,15,"18711","CHANDLER PARK",44972,"single family","18711 CHANDLER PARK"
"CONV Sale",1700,165000,10,"5411","OUTER",44972,"single family","5411 OUTER"
"CONV Sale",3308,631000,7,"19714","Shrewsbury",44972,"single family","19714 Shrewsbury"
"Cash Sale",1448,10000,5,"11637","BIRWOOD",44973,"single family","11637 BIRWOOD"
"Cash Sale",917,18000,87,"20200","ALCOY",44973,"single family","20200 ALCOY"
"Cash Sale",1252,25000,114,"15714","WILDEMERE",44973,"single family","15714 WILDEMERE"
"Cash Sale",1248,30000,5,"21","MONTANA",44973,"single family","21 MONTANA"
"Cash Sale",1261,35000,6,"15116","SNOWDEN",44973,"single family","15116 SNOWDEN"
"Cash Sale",1238,46000,27,"20066","ROSEMONT",44973,"single family","20066 ROSEMONT"
"Cash Sale",1189,49900,58,"9410","MANISTIQUE",44973,"single family","9410 MANISTIQUE"
"Cash Sale",1152,55000,28,"14825","BIRWOOD",44973,"single family","14825 BIRWOOD"
"Cash Sale",1418,69000,22,"10241","BALFOUR",44973,"single family","10241 BALFOUR"
"FHA Sale",1394,1e+05,100,"16519","ILENE",44973,"single family","16519 ILENE"
"FHA Sale",1250,105000,55,"17195","WHITCOMB",44973,"single family","17195 WHITCOMB"
"Cash Sale",3352,395000,1,"3015","IROQUOIS",44973,"single family","3015 IROQUOIS"
"Cash Sale",1060,22500,52,"18635","DALE",44974,"single family","18635 DALE"
"Cash Sale",1218,28000,241,"20020","LINDSAY",44974,"single family","20020 LINDSAY"
"Cash Sale",1011,35200,11,"8617","PATTON",44974,"single family","8617 PATTON"
"Cash Sale",1029,35500,292,"12092","COYLE",44974,"single family","12092 COYLE"
"Cash Sale",1224,37000,4,"8545","BEECHDALE",44974,"single family","8545 BEECHDALE"
"Cash Sale",1535,38500,2,"15475","HARTWELL",44974,"single family","15475 HARTWELL"
"Cash Sale",993,41000,25,"9306","MANSFIELD",44974,"single family","9306 MANSFIELD"
"Cash Sale",853,42500,19,"10695","DUPREY",44974,"single family","10695 DUPREY"
"Cash Sale",889,43000,7,"15663","NOVARA",44974,"single family","15663 NOVARA"
"Cash Sale",1056,48000,106,"13765","WADSWORTH",44974,"single family","13765 WADSWORTH"
"Cash Sale",1060,52000,48,"11778","MINDEN",44974,"single family","11778 MINDEN"
"CONV Sale",1082,55000,101,"15722","STOUT",44974,"single family","15722 STOUT"
"Cash Sale",1026,55000,173,"19331","Trinity",44974,"single family","19331 Trinity"
"Cash Sale",1212,60000,0,"15450","PREST",44974,"single family","15450 PREST"
"Cash Sale",1192,60000,0,"10850","PEERLESS",44974,"single family","10850 PEERLESS"
"Cash Sale",1200,63000,128,"5481","PROCTOR",44974,"single family","5481 PROCTOR"
"Cash Sale",850,66000,4,"5108","MARSEILLES",44974,"single family","5108 MARSEILLES"
"Cash Sale",877,74000,6,"20032","MONTE VISTA",44974,"single family","20032 MONTE VISTA"
"Cash Sale",1200,75000,15,"8665","ELLSWORTH",44974,"single family","8665 ELLSWORTH"
"FHA Sale",1008,78000,7,"16531","COYLE",44974,"single family","16531 COYLE"
"CONV Sale",1283,85000,3,"18692","PREST",44974,"single family","18692 PREST"
"CONV Sale",1192,85000,45,"15080","SNOWDEN",44974,"single family","15080 SNOWDEN"
"FHA 203K",2600,89900,13,"16161","FAIRFIELD",44974,"single family","16161 FAIRFIELD"
"FHA Sale",1128,1e+05,10,"14610","CARLISLE",44974,"single family","14610 CARLISLE"
"FHA Sale",853,1e+05,8,"19376","HARLOW",44974,"single family","19376 HARLOW"
"FHA Sale",1213,110000,3,"19450","FIVE POINTS",44974,"single family","19450 FIVE POINTS"
"Cash Sale",1624,155000,5,"14451","Warwick St",44974,"single family","14451 Warwick St"
"CONV Sale",1535,247500,5,"18921","Prairie",44974,"single family","18921 Prairie"
"Cash Sale",998,29000,138,"10623","MCKINNEY",44977,"single family","10623 MCKINNEY"
"Cash Sale",713,38000,17,"16476","FAIRMOUNT",44977,"single family","16476 FAIRMOUNT"
"Cash Sale",1381,50000,20,"4627","BUCKINGHAM",44977,"single family","4627 BUCKINGHAM"
"Cash Sale",1020,57500,13,"12952","GRANDMONT",44977,"single family","12952 GRANDMONT"
"Cash Sale",1098,59000,28,"17597","PIERSON",44977,"single family","17597 PIERSON"
"CONV Sale",1700,233000,52,"14901","Ashton",44977,"single family","14901 Ashton"
"Cash Sale",1007,26000,36,"9561","ROBSON",44978,"single family","9561 ROBSON"
"Cash Sale",1080,33000,28,"13334","COYLE",44978,"single family","13334 COYLE"
"CONV Sale",1116,80000,22,"11417","Fielding St",44978,"single family","11417 Fielding St"
"FHA Sale",1282,84900,12,"9966","LAUDER",44978,"single family","9966 LAUDER"
"Cash Sale",1929,85000,265,"12057","ROSEMARY",44978,"single family","12057 ROSEMARY"
"Cash Sale",1500,89000,70,"15649","MINOCK",44978,"single family","15649 MINOCK"
"CONV Sale",1000,95000,137,"7701","WOODMONT",44978,"single family","7701 WOODMONT"
"FHA Sale",1070,102000,55,"18442","ROSEMONT",44978,"single family","18442 ROSEMONT"
"CONV Sale",1447,130000,12,"18279","SAINT MARYS",44978,"single family","18279 SAINT MARYS"
"CONV Sale",1405,139000,87,"20050","ARDMORE",44978,"single family","20050 ARDMORE"
"CONV Sale",1041,149000,16,"16217","DALE",44978,"single family","16217 DALE"
"FHA Sale",1594,160000,127,"14449","PIEDMONT",44978,"single family","14449 PIEDMONT"
"FHA Sale",1016,162000,103,"20298","REDFERN",44978,"single family","20298 REDFERN"
"CONV Sale",1824,215000,27,"18400","kentucky",44978,"single family","18400 kentucky"
"VA Sale",2300,278000,64,"18002","PENNINGTON",44978,"single family","18002 PENNINGTON"
"CONV Sale",1540,293000,16,"3017","FISCHER",44978,"single family","3017 FISCHER"
"Cash Sale",867,10000,14,"12138","GREENLAWN",44979,"single family","12138 GREENLAWN"
"Cash Sale",1152,15609,19,"15862","PETOSKEY",44979,"single family","15862 PETOSKEY"
"Cash Sale",1030,20000,37,"4890","LODEWYCK",44979,"single family","4890 LODEWYCK"
"Cash Sale",875,35000,37,"19203","YONKA",44979,"single family","19203 YONKA"
"Cash Sale",1056,39900,36,"2440","LA BELLE",44979,"single family","2440 LA BELLE"
"Cash Sale",870,40000,13,"13055","CANONBURY",44979,"single family","13055 CANONBURY"
"Cash Sale",798,42500,12,"19480","BLACKSTONE",44979,"single family","19480 BLACKSTONE"
"Contract",1764,50000,0,"5816","SAINT LAWRENCE",44979,"single family","5816 SAINT LAWRENCE"
"Cash Sale",960,63000,17,"6476","FAUST",44979,"single family","6476 FAUST"
